0	43,2983	47,9411	48,5008
1	34,3959	43,8794	44,4541
2	34,8960	43,9449	44,4425
3	35,3371	44,3102	44,5992
4	36,0039	44,5551	44,6825
5	35,9552	45,0625	45,3668
6	36,7841	45,6039	46,0248
7	37,3152	46,0681	46,4136
8	40,2865	46,6344	47,4719
9	37,7707	46,6475	47,4195
10	37,8294	46,6569	47,4534
11	37,2125	46,6967	47,4680
12	38,3780	46,8643	47,3866
13	37,4723	46,8167	47,1933
14	37,8805	47,0036	47,4171
15	38,5831	47,2183	47,4015
16	43,3937	48,4868	49,1369
17	30,5787	38,7488	38,8515
18	30,7836	38,7800	38,9206
19	30,7706	38,8037	38,8719
20	30,7236	38,7872	38,7999
21	31,0013	38,9613	38,8284
22	31,2818	39,1905	38,9494
23	31,3547	39,2493	38,9975
24	31,3587	39,1853	39,0104
25	31,4362	39,3045	39,0293
26	31,4310	39,3669	39,0621
27	31,4794	39,3095	38,9781
28	31,5052	39,2725	38,9168
29	31,5090	39,2508	38,9320
30	31,5114	39,1613	38,8502
31	31,5566	39,2319	39,0089
32	31,5531	39,1250	38,8809
33	30,8370	38,5123	38,6885
34	31,1859	38,5148	38,7344
35	31,4703	38,5338	38,6120
36	31,6681	38,5300	38,5743
37	31,9522	38,5802	38,7524
38	32,1536	38,5118	38,7014
39	32,1993	38,5672	38,7230
40	32,2474	38,6433	39,0121
41	32,3542	38,7095	39,1733
42	32,3947	38,7211	39,1972
43	32,3103	38,7815	39,0579
44	32,2185	38,7391	39,0765
45	32,3540	38,7926	39,1420
46	32,3416	38,7041	39,1025
47	32,2766	38,5915	39,0962
48	32,1034	38,5476	39,0978
49	31,6944	39,5685	38,6098
50	31,6844	39,5063	38,6790
51	31,7326	39,5339	38,6358
52	31,8263	39,3464	38,4377
53	31,9401	39,3752	38,4295
54	31,9403	39,2791	38,4843
55	31,9575	39,2817	38,4211
56	31,8462	39,0547	38,2981
57	31,9536	38,9433	38,1448
58	31,9544	38,9875	38,0784
59	31,9713	38,8862	37,9315
60	31,8983	38,8404	37,9258
61	31,8745	38,9378	38,0967
62	31,8221	38,8755	38,1659
63	31,8059	38,8129	38,2093
64	31,8035	38,7437	38,2391
65	31,4689	38,7891	38,3836
66	31,6412	38,8420	38,3800
67	31,7530	39,0082	38,5267
68	31,7117	39,0090	38,5022
69	32,0194	39,1615	38,7389
70	32,0962	39,1298	38,6518
71	32,2241	39,2090	38,6363
72	32,2715	39,1267	38,4923
73	32,3792	39,1869	38,5791
74	32,4513	39,2071	38,5285
75	32,4005	39,2540	38,5152
76	32,2352	39,1345	38,4344
77	32,3047	39,1538	38,4436
78	32,2786	39,2161	38,3792
79	32,3094	39,2192	38,3582
80	32,4187	39,3060	38,3643
81	32,4608	38,4838	37,6284
82	32,5951	38,5951	37,7160
83	32,6653	38,7295	37,8712
84	32,6621	38,7794	37,9126
85	32,5619	38,8560	37,9340
86	32,3560	38,8050	37,9307
87	32,2314	38,8597	38,0078
88	32,1067	38,8442	37,9311
89	32,2698	38,9557	37,9922
90	32,1674	38,9308	38,0006
91	32,1260	38,9581	38,1146
92	31,9479	38,9311	38,0881
93	31,9452	38,9922	38,1720
94	31,9090	39,0720	38,2194
95	31,8566	39,0752	38,3568
96	31,8209	39,0518	38,3653
97	31,5338	39,3300	38,7782
98	31,6140	39,1842	38,7207
99	31,5835	39,1614	38,7049
100	31,6153	39,1097	38,5874
101	31,5797	39,1342	38,5938
102	31,5379	39,1293	38,6198
103	31,5696	39,1562	38,5668
