0	43,2983	47,9411	48,5008
1	37,8392	45,4153	45,9848
2	20,4065	41,4100	40,4415
3	17,4357	38,4959	36,5441
4	15,9979	37,3454	35,4762
5	14,9924	36,6559	35,0209
6	14,3670	36,3684	35,4418
7	13,9049	36,1807	35,9287
8	13,6211	35,9338	35,8090
9	13,7811	35,9401	35,1082
10	13,6404	35,6570	34,9899
11	13,8647	35,9048	35,1459
12	13,9572	35,6900	35,0961
13	14,2899	35,7361	35,2308
14	14,9466	36,6404	37,1647
15	15,2705	36,9718	37,1866
16	43,3937	48,4868	49,1369
17	19,9953	40,7699	38,8185
18	17,0541	39,1489	38,3747
19	15,8414	38,1115	37,3944
20	15,3027	37,6716	36,1346
21	14,9616	37,4168	36,7905
22	14,7441	36,6847	36,8506
23	14,6657	36,7687	36,7574
24	14,6439	36,4858	36,7150
25	14,4826	35,9395	36,6752
26	14,1647	35,4273	36,6346
27	13,8247	35,0731	36,5802
28	13,5556	34,8702	36,5808
29	13,3996	34,7283	36,5715
30	13,3876	34,3452	34,6624
31	13,4320	33,8992	32,9843
32	13,4603	34,2060	34,2209
33	13,5003	34,3482	34,8939
34	13,6003	34,3633	34,6872
35	13,7696	34,5207	35,3228
36	13,8685	34,7411	35,9966
37	13,9181	34,7327	35,4908
38	13,9673	34,8737	36,1990
39	13,9838	34,9076	36,5331
40	14,0682	34,9157	36,5367
41	14,1755	34,9537	36,4947
42	14,3351	34,9193	36,4652
43	14,4902	34,8998	36,4232
44	14,5863	34,8197	36,3923
45	14,6310	34,7551	36,3231
46	14,6125	34,6855	36,4288
47	14,5602	34,7155	36,9854
48	14,4590	34,6467	37,4511
49	37,3657	46,0505	46,6215
50	37,9915	46,3820	46,8707
51	37,6360	46,2795	46,6126
52	37,9745	46,1207	46,7590
53	37,9825	46,2399	46,8642
54	38,6031	46,4316	47,1096
55	38,4446	46,6644	47,2045
56	39,2579	46,8025	47,3960
57	38,5764	46,7194	46,7117
58	38,7876	46,8956	47,2008
59	39,3881	47,2718	47,6632
60	40,3217	47,5219	47,7739
61	39,2835	47,5739	47,9380
62	39,4806	47,9292	48,3305
63	40,4516	48,1976	48,5517
64	43,6552	48,9201	49,4052
65	37,0345	44,1804	45,1095
66	37,1691	44,2016	45,1410
67	37,3061	44,4574	45,2294
68	38,5239	44,7570	45,7862
69	37,9859	44,7410	45,8256
70	37,6941	44,6059	45,6248
71	37,6833	44,6010	45,5002
72	38,2944	44,3790	45,4141
73	37,7098	44,3997	45,5543
74	38,2974	44,5789	45,7391
75	37,8078	44,5732	45,7246
76	37,9807	44,5034	45,5691
77	37,8752	44,6176	45,6799
78	38,7155	44,6083	45,7093
79	38,4134	44,7865	45,6890
80	39,9766	45,3408	46,1007
81	37,8383	45,5976	45,6954
82	38,6698	45,9149	45,9423
83	38,1980	46,0495	46,2752
84	38,5302	46,2177	46,3485
85	38,3035	46,3640	46,4416
86	39,1673	46,4071	46,5848
87	38,6361	46,5004	46,5837
88	39,3725	46,6764	46,5919
89	38,7307	46,4368	46,2536
90	38,9221	46,6951	46,6703
91	39,3416	46,8750	47,0239
92	40,0430	47,0532	47,1951
93	39,1932	47,3350	47,1259
94	39,7227	47,7690	47,9717
95	40,5715	48,1995	48,6083
96	43,7072	49,0547	49,6255
97	37,0545	44,1664	45,3425
98	37,2690	44,2878	45,2811
99	37,5847	44,3502	45,3810
100	38,2589	44,3655	45,2623
101	37,8560	44,4101	45,3504
102	37,9635	44,4250	45,2840
103	37,7552	44,4155	45,2298
104	37,9354	44,2490	44,9274
105	37,8556	44,4320	45,0333
106	38,1616	44,5134	45,1468
107	38,1398	44,5876	45,1374
108	38,4927	44,5698	45,2073
109	38,0495	44,5055	45,1227
110	38,4864	44,5548	45,2495
111	38,3538	44,5431	45,2549
112	39,4273	44,6496	45,3842
113	38,9646	46,4332	46,3502
114	39,5046	46,5138	46,5273
115	39,0784	46,5234	46,5407
116	39,8763	46,7604	46,8610
117	39,0811	46,6981	46,6908
118	39,5122	46,7585	46,8348
119	39,2219	46,7036	46,8853
120	40,5499	46,8922	47,1298
121	39,2938	46,9287	47,1538
122	39,7343	47,0188	47,2930
123	39,3959	47,0732	47,2418
124	40,3109	47,1428	47,2983
125	39,4408	47,1987	47,1999
126	40,0778	47,3675	47,3283
127	39,9140	47,8379	47,6290
128	43,4608	48,8628	48,8957
129	38,7170	46,5785	46,3947
130	39,4494	46,8131	46,6742
131	39,2426	46,9652	46,6513
132	40,2238	47,0142	46,7511
133	39,4635	47,1782	46,8533
134	40,0032	47,3354	47,0314
135	39,6313	47,7787	47,5138
136	40,8293	47,8039	47,5963
