0	42,1283	45,1740	46,4968
1	35,9679	40,7921	40,9411
2	36,7745	42,9445	43,3229
3	36,9209	42,9504	43,4980
4	37,8311	43,0641	43,7194
5	37,2234	42,9559	43,7582
6	37,3063	42,0993	42,2647
7	37,2988	43,0290	43,7673
8	38,4363	43,3359	43,9919
9	37,1160	43,0462	43,8490
10	37,2513	42,9684	43,7103
11	36,8144	43,0693	43,8106
12	37,3702	42,9256	43,6373
13	36,4230	42,5718	43,2172
14	37,2277	42,1459	43,2741
15	35,9841	41,2374	43,1046
16	42,0776	45,0573	46,2788
17	33,8081	41,0556	40,4014
18	34,8947	41,5477	40,8439
19	34,6892	40,2892	39,8378
20	34,9025	41,5493	40,9679
21	33,9923	39,9709	39,5584
22	35,0429	41,5310	41,1936
23	35,3317	41,6911	41,5409
24	35,8314	41,6846	41,5835
25	35,1265	41,8050	41,6119
26	34,9958	41,6462	41,3243
27	34,7842	41,6986	41,4342
28	35,3689	41,5788	41,4727
29	35,2187	41,5812	41,6594
30	35,2507	41,6979	41,7956
31	35,8694	42,3126	43,0380
32	41,8783	44,6614	45,8785
33	33,6526	40,8192	40,1050
34	33,7330	40,7197	40,1230
35	33,6573	40,8686	40,3184
36	34,3911	40,9590	40,5892
37	33,7919	40,3640	40,2413
38	35,3008	41,4052	41,2663
39	35,0843	41,3920	41,3287
40	36,5832	41,5968	41,7540
41	35,0773	41,3738	41,3842
42	35,0912	41,4042	41,2632
43	35,2411	41,4359	41,4773
44	35,9739	41,4600	41,4919
45	34,4718	41,1670	41,1050
46	34,5698	41,1098	40,9667
47	35,2251	41,3812	41,3891
48	37,2079	41,9967	42,2078
49	32,3121	39,9963	39,1135
50	33,1316	40,2961	39,5184
51	33,8522	40,5697	40,0252
52	34,7094	40,6689	40,2941
53	33,8785	40,5071	40,2004
54	33,9078	40,3906	40,0620
55	34,1409	40,5257	40,2797
56	34,7190	40,5747	40,2448
57	34,3495	40,5688	40,3572
58	34,6747	40,5791	40,3155
59	33,8082	40,3382	40,0416
60	33,5065	39,0520	38,7517
61	34,2221	39,9844	40,1178
62	35,3495	40,5130	40,5980
63	35,1882	40,6476	41,0442
64	37,4744	41,6878	42,1435
65	33,3819	39,8699	39,7270
66	34,1096	40,2728	40,0653
67	33,4951	39,9830	39,8728
68	33,7938	39,9806	39,6789
69	33,6189	40,0047	39,8071
70	34,4581	40,3482	40,1660
71	34,2384	40,3274	40,2632
72	35,3223	40,5429	40,5378
73	34,5808	40,5399	40,6325
74	34,6605	40,7894	40,6542
75	34,9972	40,8391	41,1028
76	36,1900	41,1529	41,6333
77	35,0607	41,0960	41,6688
78	35,1988	41,2804	41,7221
79	35,4985	41,4652	42,5240
80	41,6831	44,1142	45,2606
81	33,2196	39,7082	38,9959
82	33,3696	39,7541	39,0728
83	33,3699	39,9561	39,4306
84	34,0117	39,9719	39,6710
85	33,9430	39,9268	39,9188
86	34,2711	39,9972	39,9960
87	32,5588	38,3735	37,9900
88	36,6770	40,9980	41,1464
89	33,0064	38,0699	37,9716
90	35,5651	40,3755	40,4787
91	33,7127	39,2391	39,2535
92	34,5173	39,9066	39,7095
93	33,3125	38,8487	38,9772
94	34,9634	40,0948	40,1263
95	34,7949	40,1302	40,2562
96	37,1324	41,0400	41,4039
97	34,7221	40,2728	40,5429
98	35,6402	40,4106	40,7558
99	34,8395	40,0432	40,0990
100	36,7846	40,7376	40,9782
101	35,2495	40,3408	40,9921
102	35,9839	40,4661	40,6768
103	35,1896	40,1723	40,4316
104	37,7175	41,3233	41,5123
105	35,4561	40,2313	40,8194
106	36,2730	40,2822	40,6403
107	35,3201	40,2768	40,7541
108	36,5629	40,5831	40,8091
109	35,0689	40,6482	41,3956
110	35,8634	40,8411	41,5986
111	35,7751	41,0283	42,1604
112	41,6747	43,7481	44,8978
113	34,6947	40,4348	40,4041
